year,class,round,session,gp_code,gp_name_ja,circuit,date,winner_id,status,note,source
2001,250cc,2,RAC,RSA,南アフリカGP,Phakisa Freeway,2001-04-22,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/RSA/RAC/classification.pdf
2001,250cc,3,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2001-05-06,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/SPA/RAC/classification.pdf
2001,250cc,4,RAC,FRA,フランスGP,Le Mans,2001-05-20,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/FRA/RAC/classification.pdf
2001,250cc,5,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2001-06-03,tetsuya-harada,確認済,,https://resources.motogp.com/files/results/2001/250cc/ITA/RAC/classification.pdf
2001,250cc,6,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2001-06-17,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/CAT/RAC/classification.pdf
2001,250cc,7,RAC,NED,オランダTT,TT Circuit Assen,2001-06-30,jeremy-mcwilliams,確認済,,https://resources.motogp.com/files/results/2001/250cc/NED/RAC/classification.pdf
2001,250cc,8,RAC,GBR,イギリスGP,Donington Park,2001-07-08,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/GBR/RAC/classification.pdf
2001,250cc,9,RAC,GER,ドイツGP,Sachsenring,2001-07-22,marco-melandri,確認済,,https://resources.motogp.com/files/results/2001/250cc/GER/RAC/classification.pdf
2001,250cc,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2001-08-26,tetsuya-harada,確認済,,https://resources.motogp.com/files/results/2001/250cc/CZE/RAC/classification.pdf
2001,250cc,11,RAC,POR,ポルトガルGP,Estoril Circuit,2001-09-09,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/POR/RAC/classification.pdf
2001,250cc,12,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2001-09-23,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/VAL/RAC2/classification.pdf
2001,250cc,13,RAC,PAC,パシフィックGP,Mobility Resort Motegi,2001-10-07,tetsuya-harada,確認済,,
2001,250cc,14,RAC,AUS,オーストラリアGP,Phillip Island,2001-10-14,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/AUS/RAC/classification.pdf
2001,250cc,15,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2001-10-21,daijiro-kato,確認済,,https://resources.motogp.com/files/results/2001/250cc/MAL/RAC/classification.pdf
2001,250cc,16,RAC,RIO,リオGP,Nelson Piquet,2001-11-03,daijiro-kato,確認済,,
2001,125cc,1,RAC,JPN,日本GP,Suzuka,2001-04-08,masao-azuma,確認済,,https://resources.motogp.com/files/results/2001/125cc/JPN/RAC/classification.pdf
2001,125cc,2,RAC,RSA,南アフリカGP,Phakisa Freeway,2001-04-22,youichi-ui,確認済,,https://resources.motogp.com/files/results/2001/125cc/RSA/RAC/classification.pdf
2001,125cc,3,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2001-05-06,masao-azuma,確認済,,https://resources.motogp.com/files/results/2001/125cc/SPA/RAC/classification.pdf
2001,125cc,4,RAC,FRA,フランスGP,Le Mans,2001-05-20,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2001/125cc/FRA/RAC/classification.pdf
2001,125cc,5,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2001-06-03,noboru-ueda,確認済,,https://resources.motogp.com/files/results/2001/125cc/ITA/RAC/classification.pdf
2001,125cc,6,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2001-06-17,lucio-cecchinello,確認済,,https://resources.motogp.com/files/results/2001/125cc/CAT/RAC/classification.pdf
2001,125cc,7,RAC,NED,オランダTT,TT Circuit Assen,2001-06-30,toni-elias,確認済,,https://resources.motogp.com/files/results/2001/125cc/NED/RAC/classification.pdf
2001,125cc,8,RAC,GBR,イギリスGP,Donington Park,2001-07-08,youichi-ui,確認済,,https://resources.motogp.com/files/results/2001/125cc/GBR/RAC/classification.pdf
2001,125cc,9,RAC,GER,ドイツGP,Sachsenring,2001-07-22,simone-sanna,確認済,,https://resources.motogp.com/files/results/2001/125cc/GER/RAC/classification.pdf
2001,125cc,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2001-08-26,toni-elias,確認済,,https://resources.motogp.com/files/results/2001/125cc/CZE/RAC/classification.pdf
2001,125cc,11,RAC,POR,ポルトガルGP,Estoril Circuit,2001-09-09,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2001/125cc/POR/RAC/classification.pdf
2001,125cc,12,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2001-09-23,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2001/125cc/VAL/RAC/classification.pdf
2001,125cc,13,RAC,PAC,パシフィックGP,Mobility Resort Motegi,2001-10-07,youichi-ui,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
2001,125cc,14,RAC,AUS,オーストラリアGP,Phillip Island,2001-10-14,youichi-ui,確認済,,https://resources.motogp.com/files/results/2001/125cc/AUS/RAC/classification.pdf
2001,125cc,15,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2001-10-21,youichi-ui,確認済,,https://resources.motogp.com/files/results/2001/125cc/MAL/RAC/classification.pdf
2001,125cc,16,RAC,RIO,リオGP,Nelson Piquet,2001-11-03,youichi-ui,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
2002,MotoGP,1,RAC,JPN,日本GP,Suzuka,2002-04-07,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/JPN/RAC/classification.pdf
2002,MotoGP,2,RAC,RSA,南アフリカGP,Phakisa Freeway,2002-04-21,tohru-ukawa,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/RSA/RAC/classification.pdf
2002,MotoGP,3,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2002-05-05,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/SPA/RAC/classification.pdf
2002,MotoGP,4,RAC,FRA,フランスGP,Le Mans,2002-05-19,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/FRA/RAC/classification.pdf
2002,MotoGP,5,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2002-06-02,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/ITA/RAC/classification.pdf
2002,MotoGP,6,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2002-06-16,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/CAT/RAC/classification.pdf
2002,MotoGP,7,RAC,NED,オランダTT,TT Circuit Assen,2002-06-29,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/NED/RAC/classification.pdf
2002,MotoGP,8,RAC,GBR,イギリスGP,Donington Park,2002-07-14,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/GBR/RAC/classification.pdf
2002,MotoGP,9,RAC,GER,ドイツGP,Sachsenring,2002-07-21,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/GER/RAC/classification.pdf
2002,MotoGP,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2002-08-25,max-biaggi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/CZE/RAC/classification.pdf
2002,MotoGP,11,RAC,POR,ポルトガルGP,Estoril Circuit,2002-09-08,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/POR/RAC/classification.pdf
2002,MotoGP,12,RAC,RIO,リオGP,Nelson Piquet,2002-09-21,valentino-rossi,確認済,,
2002,MotoGP,13,RAC,PAC,パシフィックGP,Mobility Resort Motegi,2002-10-06,alex-barros,確認済,,
2002,MotoGP,14,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2002-10-13,max-biaggi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/MAL/RAC/classification.pdf
2002,MotoGP,15,RAC,AUS,オーストラリアGP,Phillip Island,2002-10-20,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/AUS/RAC/classification.pdf
2002,MotoGP,16,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2002-11-03,alex-barros,確認済,,https://resources.motogp.com/files/results/2002/MotoGP/VAL/RAC/classification.pdf
2002,250cc,1,RAC,JPN,日本GP,Suzuka,2002-04-07,osamu-miyazaki,確認済,,https://resources.motogp.com/files/results/2002/250cc/JPN/RAC/classification.pdf
2002,250cc,2,RAC,RSA,南アフリカGP,Phakisa Freeway,2002-04-21,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/RSA/RAC/classification.pdf
2002,250cc,3,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2002-05-05,fonsi-nieto,確認済,,https://resources.motogp.com/files/results/2002/250cc/SPA/RAC/classification.pdf
2002,250cc,4,RAC,FRA,フランスGP,Le Mans,2002-05-19,fonsi-nieto,確認済,,https://resources.motogp.com/files/results/2002/250cc/FRA/RAC/classification.pdf
2002,250cc,5,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2002-06-02,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/ITA/RAC/classification.pdf
2002,250cc,6,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2002-06-16,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/CAT/RAC/classification.pdf
2002,250cc,7,RAC,NED,オランダTT,TT Circuit Assen,2002-06-29,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/NED/RAC/classification.pdf
2002,250cc,8,RAC,GBR,イギリスGP,Donington Park,2002-07-14,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/GBR/RAC/classification.pdf
2002,250cc,9,RAC,GER,ドイツGP,Sachsenring,2002-07-21,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/GER/RAC/classification.pdf
2002,250cc,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2002-08-25,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/CZE/RAC/classification.pdf
2002,250cc,11,RAC,POR,ポルトガルGP,Estoril Circuit,2002-09-08,fonsi-nieto,確認済,,https://resources.motogp.com/files/results/2002/250cc/POR/RAC/classification.pdf
2002,250cc,12,RAC,RIO,リオGP,Nelson Piquet,2002-09-21,sebastian-porto,確認済,,
2002,250cc,13,RAC,PAC,パシフィックGP,Mobility Resort Motegi,2002-10-06,toni-elias,確認済,,
2002,250cc,14,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2002-10-13,fonsi-nieto,確認済,,https://resources.motogp.com/files/results/2002/250cc/MAL/RAC/classification.pdf
2002,250cc,15,RAC,AUS,オーストラリアGP,Phillip Island,2002-10-20,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/AUS/RAC/classification.pdf
2002,250cc,16,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2002-11-03,marco-melandri,確認済,,https://resources.motogp.com/files/results/2002/250cc/VAL/RAC/classification.pdf
2002,125cc,1,RAC,JPN,日本GP,Suzuka,2002-04-07,arnaud-vincent,確認済,,https://resources.motogp.com/files/results/2002/125cc/JPN/RAC/classification.pdf
2002,125cc,2,RAC,RSA,南アフリカGP,Phakisa Freeway,2002-04-21,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2002/125cc/RSA/RAC/classification.pdf
2002,125cc,3,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2002-05-05,lucio-cecchinello,確認済,,https://resources.motogp.com/files/results/2002/125cc/SPA/RAC/classification.pdf
2002,125cc,4,RAC,FRA,フランスGP,Le Mans,2002-05-19,lucio-cecchinello,確認済,,https://resources.motogp.com/files/results/2002/125cc/FRA/RAC/classification.pdf
2002,125cc,5,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2002-06-02,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2002/125cc/ITA/RAC/classification.pdf
2002,125cc,6,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2002-06-16,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2002/125cc/CAT/RAC/classification.pdf
2002,125cc,7,RAC,NED,オランダTT,TT Circuit Assen,2002-06-29,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2002/125cc/NED/RAC/classification.pdf
2002,125cc,8,RAC,GBR,イギリスGP,Donington Park,2002-07-14,arnaud-vincent,確認済,,https://resources.motogp.com/files/results/2002/125cc/GBR/RAC/classification.pdf
2002,125cc,9,RAC,GER,ドイツGP,Sachsenring,2002-07-21,arnaud-vincent,確認済,,https://resources.motogp.com/files/results/2002/125cc/GER/RAC/classification.pdf
2002,125cc,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2002-08-25,lucio-cecchinello,確認済,,https://resources.motogp.com/files/results/2002/125cc/CZE/RAC/classification.pdf
2002,125cc,11,RAC,POR,ポルトガルGP,Estoril Circuit,2002-09-08,arnaud-vincent,確認済,,https://resources.motogp.com/files/results/2002/125cc/POR/RAC/classification.pdf
2002,125cc,12,RAC,RIO,リオGP,Nelson Piquet,2002-09-21,masao-azuma,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
2002,125cc,13,RAC,PAC,パシフィックGP,Mobility Resort Motegi,2002-10-06,dani-pedrosa,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
2002,125cc,14,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2002-10-13,arnaud-vincent,確認済,,https://resources.motogp.com/files/results/2002/125cc/MAL/RAC/classification.pdf
2002,125cc,15,RAC,AUS,オーストラリアGP,Phillip Island,2002-10-20,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2002/125cc/AUS/RAC/classification.pdf
2002,125cc,16,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2002-11-03,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2002/125cc/VAL/RAC/classification.pdf
2003,MotoGP,1,RAC,JPN,日本GP,Suzuka,2003-04-06,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/JPN/RAC/classification.pdf
2003,MotoGP,2,RAC,RSA,南アフリカGP,Phakisa Freeway,2003-04-27,sete-gibernau,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/RSA/RAC/classification.pdf
2003,MotoGP,3,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2003-05-11,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/SPA/RAC/classification.pdf
2003,MotoGP,4,RAC,FRA,フランスGP,Le Mans,2003-05-25,sete-gibernau,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/FRA/RAC2/classification.pdf
2003,MotoGP,5,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2003-06-08,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/ITA/RAC/classification.pdf
2003,MotoGP,6,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2003-06-15,loris-capirossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/CAT/RAC/classification.pdf
2003,MotoGP,7,RAC,NED,オランダTT,TT Circuit Assen,2003-06-28,sete-gibernau,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/NED/RAC/classification.pdf
2003,MotoGP,8,RAC,GBR,イギリスGP,Donington Park,2003-07-13,max-biaggi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/GBR/RAC/classification.pdf
2003,MotoGP,9,RAC,GER,ドイツGP,Sachsenring,2003-07-27,sete-gibernau,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/GER/RAC/classification.pdf
2003,MotoGP,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2003-08-17,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/CZE/RAC/classification.pdf
2003,MotoGP,11,RAC,POR,ポルトガルGP,Estoril Circuit,2003-09-07,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/POR/RAC/classification.pdf
2003,MotoGP,12,RAC,RIO,リオGP,Nelson Piquet,2003-09-20,valentino-rossi,確認済,,
2003,MotoGP,13,RAC,PAC,パシフィックGP,Mobility Resort Motegi,2003-10-05,max-biaggi,確認済,,
2003,MotoGP,14,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2003-10-12,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/MAL/RAC/classification.pdf
2003,MotoGP,15,RAC,AUS,オーストラリアGP,Phillip Island,2003-10-19,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/AUS/RAC/classification.pdf
2003,MotoGP,16,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2003-11-02,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2003/MotoGP/VAL/RAC/classification.pdf
2003,250cc,1,RAC,JPN,日本GP,Suzuka,2003-04-06,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2003/250cc/JPN/RAC/classification.pdf
2003,250cc,2,RAC,RSA,南アフリカGP,Phakisa Freeway,2003-04-27,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2003/250cc/RSA/RAC/classification.pdf
2003,250cc,3,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2003-05-11,toni-elias,確認済,,https://resources.motogp.com/files/results/2003/250cc/SPA/RAC/classification.pdf
2003,250cc,4,RAC,FRA,フランスGP,Le Mans,2003-05-25,toni-elias,確認済,,https://resources.motogp.com/files/results/2003/250cc/FRA/RAC/classification.pdf
2003,250cc,5,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2003-06-08,manuel-poggiali,確認済,,https://resources.motogp.com/files/results/2003/250cc/ITA/RAC/classification.pdf
2003,250cc,6,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2003-06-15,randy-de-puniet,確認済,,https://resources.motogp.com/files/results/2003/250cc/CAT/RAC/classification.pdf
2003,250cc,7,RAC,NED,オランダTT,TT Circuit Assen,2003-06-28,anthony-west,確認済,,https://resources.motogp.com/files/results/2003/250cc/NED/RAC/classification.pdf
2003,250cc,8,RAC,GBR,イギリスGP,Donington Park,2003-07-13,fonsi-nieto,確認済,,https://resources.motogp.com/files/results/2003/250cc/GBR/RAC/classification.pdf
2003,250cc,9,RAC,GER,ドイツGP,Sachsenring,2003-07-27,roberto-rolfo,確認済,,https://resources.motogp.com/files/results/2003/250cc/GER/RAC/classification.pdf
2003,250cc,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2003-08-17,randy-de-puniet,確認済,,https://resources.motogp.com/files/results/2003/250cc/CZE/RAC/classification.pdf
2003,250cc,11,RAC,POR,ポルトガルGP,Estoril Circuit,2003-09-07,toni-elias,確認済,,https://resources.motogp.com/files/results/2003/250cc/POR/RAC/classification.pdf
2003,250cc,12,RAC,RIO,リオGP,Nelson Piquet,2003-09-20,manuel-poggiali,確認済,,
2003,250cc,13,RAC,PAC,パシフィックGP,Mobility Resort Motegi,2003-10-05,toni-elias,確認済,,
2003,250cc,14,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2003-10-12,toni-elias,確認済,,https://resources.motogp.com/files/results/2003/250cc/MAL/RAC/classification.pdf
2003,250cc,15,RAC,AUS,オーストラリアGP,Phillip Island,2003-10-19,roberto-rolfo,確認済,,https://resources.motogp.com/files/results/2003/250cc/AUS/RAC/classification.pdf
2003,250cc,16,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2003-11-02,randy-de-puniet,確認済,,https://resources.motogp.com/files/results/2003/250cc/VAL/RAC/classification.pdf
2003,125cc,1,RAC,JPN,日本GP,Suzuka,2003-04-06,stefano-perugini,確認済,,https://resources.motogp.com/files/results/2003/125cc/JPN/RAC/classification.pdf
2003,125cc,2,RAC,RSA,南アフリカGP,Phakisa Freeway,2003-04-27,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2003/125cc/RSA/RAC/classification.pdf
2003,125cc,3,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2003-05-11,lucio-cecchinello,確認済,,https://resources.motogp.com/files/results/2003/125cc/SPA/RAC/classification.pdf
2003,125cc,4,RAC,FRA,フランスGP,Le Mans,2003-05-25,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2003/125cc/FRA/RAC/classification.pdf
2003,125cc,5,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2003-06-08,lucio-cecchinello,確認済,,https://resources.motogp.com/files/results/2003/125cc/ITA/RAC/classification.pdf
2003,125cc,6,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2003-06-15,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2003/125cc/CAT/RAC/classification.pdf
2003,125cc,7,RAC,NED,オランダTT,TT Circuit Assen,2003-06-28,steve-jenkner,確認済,,https://resources.motogp.com/files/results/2003/125cc/NED/RAC/classification.pdf
2003,125cc,8,RAC,GBR,イギリスGP,Donington Park,2003-07-13,hector-barbera,確認済,,https://resources.motogp.com/files/results/2003/125cc/GBR/RAC/classification.pdf
2003,125cc,9,RAC,GER,ドイツGP,Sachsenring,2003-07-27,stefano-perugini,確認済,,https://resources.motogp.com/files/results/2003/125cc/GER/RAC/classification.pdf
2003,125cc,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2003-08-17,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2003/125cc/CZE/RAC/classification.pdf
2003,125cc,11,RAC,POR,ポルトガルGP,Estoril Circuit,2003-09-07,pablo-nieto,確認済,,https://resources.motogp.com/files/results/2003/125cc/POR/RAC/classification.pdf
2003,125cc,12,RAC,RIO,リオGP,Nelson Piquet,2003-09-20,jorge-lorenzo,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
2003,125cc,13,RAC,PAC,パシフィックGP,Mobility Resort Motegi,2003-10-05,hector-barbera,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
2003,125cc,14,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2003-10-12,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2003/125cc/MAL/RAC/classification.pdf
2003,125cc,15,RAC,AUS,オーストラリアGP,Phillip Island,2003-10-19,andrea-ballerini,確認済,,https://resources.motogp.com/files/results/2003/125cc/AUS/RAC/classification.pdf
2003,125cc,16,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2003-11-02,casey-stoner,確認済,,https://resources.motogp.com/files/results/2003/125cc/VAL/RAC/classification.pdf
2004,MotoGP,1,RAC,RSA,南アフリカGP,Phakisa Freeway,2004-04-18,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/RSA/RAC/classification.pdf
2004,MotoGP,2,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2004-05-02,sete-gibernau,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/SPA/RAC/classification.pdf
2004,MotoGP,3,RAC,FRA,フランスGP,Le Mans,2004-05-16,sete-gibernau,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/FRA/RAC/classification.pdf
2004,MotoGP,4,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2004-06-06,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/ITA/RAC2/classification.pdf
2004,MotoGP,5,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2004-06-13,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/CAT/RAC/classification.pdf
2004,MotoGP,6,RAC,NED,オランダTT,TT Circuit Assen,2004-06-26,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/NED/RAC/classification.pdf
2004,MotoGP,7,RAC,RIO,リオGP,Nelson Piquet,2004-07-04,makoto-tamada,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
2004,MotoGP,8,RAC,GER,ドイツGP,Sachsenring,2004-07-18,max-biaggi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/GER/RAC/classification.pdf
2004,MotoGP,9,RAC,GBR,イギリスGP,Donington Park,2004-07-25,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/GBR/RAC/classification.pdf
2004,MotoGP,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2004-08-22,sete-gibernau,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/CZE/RAC/classification.pdf
2004,MotoGP,11,RAC,POR,ポルトガルGP,Estoril Circuit,2004-09-05,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/POR/RAC/classification.pdf
2004,MotoGP,12,RAC,JPN,日本GP,Mobility Resort Motegi,2004-09-19,makoto-tamada,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/JPN/RAC/classification.pdf
2004,MotoGP,13,RAC,QAT,カタールGP,Lusail International Circuit,2004-10-02,sete-gibernau,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/QAT/RAC/classification.pdf
2004,MotoGP,14,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2004-10-10,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/MAL/RAC/classification.pdf
2004,MotoGP,15,RAC,AUS,オーストラリアGP,Phillip Island,2004-10-17,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/AUS/RAC/classification.pdf
2004,MotoGP,16,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2004-10-31,valentino-rossi,確認済,,https://resources.motogp.com/files/results/2004/MotoGP/VAL/RAC/classification.pdf
2004,250cc,1,RAC,RSA,南アフリカGP,Phakisa Freeway,2004-04-18,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2004/250cc/RSA/RAC/classification.pdf
2004,250cc,2,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2004-05-02,roberto-rolfo,確認済,,https://resources.motogp.com/files/results/2004/250cc/SPA/RAC/classification.pdf
2004,250cc,3,RAC,FRA,フランスGP,Le Mans,2004-05-16,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2004/250cc/FRA/RAC/classification.pdf
2004,250cc,4,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2004-06-06,sebastian-porto,確認済,,https://resources.motogp.com/files/results/2004/250cc/ITA/RAC/classification.pdf
2004,250cc,5,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2004-06-13,randy-de-puniet,確認済,,https://resources.motogp.com/files/results/2004/250cc/CAT/RAC/classification.pdf
2004,250cc,6,RAC,NED,オランダTT,TT Circuit Assen,2004-06-26,sebastian-porto,確認済,,https://resources.motogp.com/files/results/2004/250cc/NED/RAC/classification.pdf
2004,250cc,7,RAC,RIO,リオGP,Nelson Piquet,2004-07-04,manuel-poggiali,確認済,,
2004,250cc,8,RAC,GER,ドイツGP,Sachsenring,2004-07-18,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2004/250cc/GER/RAC/classification.pdf
2004,250cc,9,RAC,GBR,イギリスGP,Donington Park,2004-07-25,dani-pedrosa,確認済,,https://resources.motogp.com/files/results/2004/250cc/GBR/RAC/classification.pdf
