id,name_ja,name_en,nationality,birth_year,birth_date,birthplace,profile,status,api_id
alexander-di-grandi,アレシャンドリ・ジ・グランジ,Alexander di Grandi,ブラジル,,,,,記憶,
yoshiteru-konishi,コニシ・ヨシテル,Yoshiteru Konishi,日本,1969,1969-08-04,Kyoto,,確認済,1777b61a-e453-49fb-aafa-87207ec8b57a
sebastien-legrelle,セバスチャン・ルグレル,Sebastien Legrelle,ベルギー,1974,1974-04-22,Namur,,確認済,e16b62dd-6721-4669-99a1-380d3fc0c2e8
phil-giles,フィル・ジャイルズ,Phil Giles,英国,1975,1975-07-23,Leicester,,確認済,ed0bf46e-aae1-4323-addc-fc61fbaea200
david-tomas,ダビド・トマス,David Tomas,スペイン,1974,1974-08-19,Granollers,,確認済,302113ac-927f-4814-a4c2-96c55c59c379
bruno-vecchioni,ブルーノ・ヴェッキオーニ,Bruno Vecchioni,フランス,1958,1958-07-11,Suresnes,,確認済,2294cd39-006f-45e5-b9a6-57881b590ced
fabrizio-de-marco,ファブリツィオ・デ・マルコ,Fabrizio De Marco,イタリア,,,,,記憶,
arnold-litjens,アルノルト・リッチェンス,Arnold Litjens,オランダ,,,Lelystad,,確認済,c320e866-a618-46d7-a29a-d2ffd805a564
gary-haslam,ゲイリー・ハスラム,Gary Haslam,英国,1969,1969-06-26,Langley Mill,,確認済,e6839c32-bc1f-4a94-ad66-a658cc3fe2bb
jason-davis,ジェイソン・デイビス,Jason Davis,英国,1987,1987-02-10,Chester,,確認済,a6a7db48-2d0f-42ba-8193-4134148f7df6
tom-tunstall,トム・タンストール,Tom Tunstall,英国,1977,1977-06-21,Huddersfield,,確認済,da171fb0-fa5b-4b66-a944-2b2affc5d1f2
lee-jackson,リー・ジャクソン,Lee Jackson,英国,1975,1975-02-13,Lincoln,,確認済,a8aeee91-e0c0-48b7-abdb-ffe48c8a462e
andreas-gobel,アンドレアス・ゲーベル,Andreas Göbel,ドイツ,1976,1976-07-30,Bad Dürkheim,,確認済,d034bfa5-4d55-4707-b5d2-1359818e3e44
michael-witzeneder,ミヒャエル・ヴィッツェネーダー,Michael Witzeneder,オーストリア,,,,,記憶,
yoshinori-korogi,コロギ・ヨシノリ,Yoshinori Korogi,日本,,,,,記憶,
terry-carter,テリー・カーター,Terry Carter,豪州,,,,,記憶,
antonio-elias,アントニオ・エリアス,Antonio Elias,スペイン,,,,,記憶,
decha-krisart,デチャ・クリサート,Decha Krisart,タイ,,,,,記憶,
joaquin-perera,ホアキン・ペレラ,Joaquin Perera,スペイン,,,Reus,,確認済,f35e8808-4ddd-40c4-98cf-318e4cfcbaf8
stuart-easton,スチュアート・イーストン,Stuart Easton,英国,1983,1983-07-21,Howick,,確認済,bb46c9e0-6629-403e-9ae4-7c93ce495b23
paul-robinson,ポール・ロビンソン,Paul Robinson,英国,,,,,記憶,
achim-kariger,アヒム・カリガー,Achim Kariger,ドイツ,,,,,記憶,
andreas-hahn,アンドレアス・ハーン,Andreas Hahn,ドイツ,,,,,記憶,
laszlo-bancsiki,ラースロー・バンチキ,Laszlo Bancsiki,ハンガリー,1977,1977-06-17,,,確認済,4d6e7e77-8049-49ac-b2cd-4072d8003331
jose-leite,ジョゼ・レイテ,José Leite,ポルトガル,1973,1973-05-21,Lousada,,確認済,32f8b844-71b6-4561-ac21-0ecb557a5cc4
gian-calabrezzi,ジアン・カラブレッツィ,Gian Calabrezzi,ブラジル,,,,,記憶,
leandro-panades,レアンドロ・パナデス,Leandro Panadés,ブラジル,,,,,記憶,
wesley-gutierrez,ウェズリー・グティエレス,Wesley Gutierrez,ブラジル,,,,,記憶,
naoki-katoh,カトウ・ナオキ,Naoki Katoh,日本,1972,1972-03-21,Tokyo,,確認済,d7c29963-ca04-480b-847d-c49462722ca2
nobuyuki-yunoki,ユノキ・ノブユキ,Nobuyuki Yunoki,日本,,,Hyogo,,確認済,a15e9008-d4bc-4dcc-95c4-809e60df9142
joshua-brookes,ジョシュア・ブルックス,Joshua Brookes,豪州,1983,1983-04-28,Auburn,,確認済,44260ca4-228e-467a-a86b-cdd65e6c0cd3
barry-veneman,バリー・フェネマン,Barry Veneman,オランダ,1972,1972-03-22,Zwolle,,確認済,f2546b4e-27e3-4bc3-877e-9942655e8d1b
brendan-clarke,ブレンダン・クラーク,Brendan Clarke,豪州,1984,1984-02-23,Brisbane,,確認済,a9e160de-0204-4ecf-b3ad-7c722eb45d17
jonathan-van-vuuren,ジョナサン・ファン・フューレン,Jonathan Van Vuuren,南アフリカ,,,Welkom,,確認済,b89d8412-30c5-4f93-b862-b94a0a3760cb
damaso-nacher,ダマソ・ナチェル,Damaso Nacher,スペイン,1981,1981-09-26,Albaida,,確認済,d433d948-f9c3-4e16-aebb-19297487ff0f
guillaume-dietrich,ギヨーム・ディートリッヒ,Guillaume Dietrich,フランス,1983,1983-01-24,Saran,,確認済,10920284-3b27-4507-a177-be2612c664af
tom-ouvrard,トム・ウヴラール,Tom Ouvrard,フランス,1978,1978-10-01,Fontenay de Comte,,確認済,3b10ef3b-e613-4134-9659-fdc52a8df134
ernesto-vidal,エルネスト・ビダル,Ernesto Vidal,スペイン,,,,,確認済,63f64740-4ef5-475f-81d5-6075f6cc0355
michale-herzberg,マイケル・ハーツバーグ,Michale Herzberg,英国,1970,1970-08-03,,,確認済,c3e77dda-8999-48f4-a7b6-9ed2b7253c4f
gary-jackson,ゲイリー・ジャクソン,Gary Jackson,英国,1971,1971-03-20,,,確認済,9d88b360-c296-4c75-8c1f-6f96d618b26d
marcel-schneider,マルセル・シュナイダー,Marcel Schneider,ドイツ,,,Dresden,,確認済,35bb5dae-3ce0-48c9-bfd1-3fddcd07cb39
michael-garcia,ミカエル・ガルシア,Michael Garcia,スペイン,,,Sta. Cruz de Tenerife,,確認済,cc61d911-9a4b-45a8-a7c1-c917fc7966bc
takayuki-onodera,オノデラ・タカユキ,Takayuki Onodera,日本,,,,,確認済,425c0317-3d9b-4f81-abb4-619917cd7afb
mark-rowling,マーク・ローリング,Mark Rowling,豪州,1971,1971-09-18,Sydney,,確認済,5e1289ad-7c1a-4fb0-8a35-9fc616d7f41e
shane-smith,シェーン・スミス,Shane Smith,豪州,,,,,確認済,5da49dc0-fdda-4c03-8e9b-0f15e410a99e
daniel-pinera,ダニエル・ピニェラ,Daniel Piñera,スペイン,,,,,記憶,
julien-enjolras,ジュリアン・アンジョルラ,Julien Enjolras,フランス,,,,,記憶,
tobias-kirmeier,トビアス・キルマイヤー,Tobias Kirmeier,ドイツ,,,,,記憶,
rene-knoefler,レネ・クネフラー,Rene Knoefler,ドイツ,,,,,記憶,
tomas-miksovsky,トマーシュ・ミクショフスキー,Tomas Miksovsky,チェコ,,,,,記憶,
jose-l-nion,ホセ・L・ニオン,José L. Nion,スペイン,,,,,記憶,
cath-thompson,キャス・トンプソン,Cath Thompson,豪州,,,,,記憶,
jose-morillas,ホセ・モリヤス,Jose Morillas,スペイン,,,,,確認済,4a346b21-adb2-44e3-8ed9-955ad4b93fb6
clive-horton,クライヴ・ホートン,Clive Horton,英国,,,,,確認済,7786536d-c63e-484b-89aa-4ebbbe132492
steve-manley,スティーヴ・マンリー,Steve Manley,英国,,,,,確認済,20e9f710-8354-4c72-8447-71105bde66fc
yosuke-yamakawa,ヤマカワ・ヨウスケ,Yosuke Yamakawa,日本,,,,,確認済,98068745-aacb-460a-9a94-a3d80c91be54
kenny-roberts,ケニー・ロバーツ,Kenny Roberts,米国,1951,1951-12-31,Modesto,,確認済,9cb1d90f-bcca-4e81-90ed-59d97b857bb3
franco-uncini,フランコ・ウンチーニ,Franco Uncini,イタリア,1955,1955-03-09,,,確認済,519e7bff-06cf-44c8-ab47-03071b5b0cc5
graziano-rossi,グラツィアーノ・ロッシ,Graziano Rossi,イタリア,1954,1954-03-14,,,確認済,57fcd202-a829-4aa6-afef-0e5f2af9ca13
johnny-cecotto,ジョニー・チェコット,Johnny Cecotto,ベネズエラ,1956,1956-01-25,,,確認済,e66fb85b-3a2a-4b1a-9674-c5e0aca924c9
carlo-perugini,カルロ・ペルジーニ,Carlo Perugini,イタリア,,,,,確認済,9e2744a0-1e83-45f2-8879-64b249ed7a7f
takazumi-katayama,片山敬済,Takazumi Katayama,日本,1951,1951-04-16,,,確認済,7013ee13-73db-4652-9516-a07ee39008ee
barry-sheene,バリー・シーン,Barry Sheene,英国,1950,1950-09-11,London,,確認済,12ebb38a-6385-4380-bf49-c143b0ffa217
christian-estrosi,クリスチャン・エストロジ,Christian Estrosi,フランス,,,,,確認済,6f6fe455-afa5-428a-8dea-725480eb1fc4
philippe-coulon,フィリップ・クーロン,Philippe Coulon,スイス,,,,,確認済,5b4c6883-1539-467e-8958-b16a04dc6ba4
sergio-pellandini,セルジオ・ペッランディーニ,Sergio Pellandini,スイス,,,,,確認済,05bf8495-e5ea-4d56-87a4-c8111882bdc8
maurizio-massimiani,マウリツィオ・マッシミアーニ,Maurizio Massimiani,イタリア,,,,,確認済,16d897c4-3b0d-4701-a28c-65aee16eca09
gianfranco-bonera,ジャンフランコ・ボネーラ,Gianfranco Bonera,イタリア,1945,1945-04-02,Santa Maria Hoe,,確認済,ae337112-9a8e-4e4b-b6f8-84442091e7a2
guido-paci,グイド・パーチ,Guido Paci,イタリア,,,,,確認済,93497c46-880a-4127-816a-28fcb32f9860
richard-hubin,リシャール・ユバン,Richard Hubin,ベルギー,,,,,確認済,79636973-6ad1-49ed-9581-03b6612cdfde
sadao-asami,アサミ・サダオ,Sadao Asami,日本,,,,,確認済,a7b735a7-13e6-4721-a62d-a0ab96c8482b
wil-hartog,ウィル・ハルトッホ,Wil Hartog,オランダ,1948,1948-05-28,,,確認済,4e8b0c02-ea11-4ec8-9fd4-87115d5ee814
kork-ballington,コーク・バリントン,Kork Ballington,南アフリカ,1951,1951-04-10,,,確認済,2eafd94a-1feb-445a-85d5-11d14d673ee6
marco-lucchinelli,マルコ・ルッキネリ,Marco Lucchinelli,イタリア,1954,1954-06-26,,,確認済,a3cef8b7-d874-454c-b7be-08a6f0c9bada
graeme-crosby,グレアム・クロスビー,Graeme Crosby,ニュージーランド,,,,,確認済,335ce793-dad5-486f-b144-534375bcba30
michel-frutschi,ミシェル・フルッチ,Michel Frutschi,スイス,1953,1953-01-06,,,確認済,f9a94559-c53a-424b-bada-b9a0d314aaf7
michel-rougerie,ミシェル・ルジュリー,Michel Rougerie,フランス,1950,1950-04-21,,,確認済,df550254-a2c3-4187-9b34-e0eb3537408e
seppo-rossi,セッポ・ロッシ,Seppo Rossi,フィンランド,,,,,確認済,5556da3f-aa2f-46cc-a6e8-48641f47d500
jack-middelburg,ジャック・ミデルブルフ,Jack Middelburg,オランダ,1952,1952-04-13,,,確認済,8ba8f67c-ce91-40ad-a458-f149470c45d5
patrick-pons,パトリック・ポンス,Patrick Pons,フランス,,,,,確認済,0ea1d93d-9676-43fa-a210-6ffdc5ed85b3
raymond-roche,レイモン・ロッシュ,Raymond Roche,フランス,1957,1957-02-21,,,確認済,88af085c-95dc-4c8e-9d39-2575b75c9b61
bernard-fau,ベルナール・フォー,Bernard Fau,フランス,,,,,確認済,0f7458e1-f858-4977-9329-0597f6cd18f6
boet-van-dulmen,ブート・ファン・ドゥルメン,Boet Van Dulmen,オランダ,1948,1948-05-19,,,確認済,4cabed3e-67e3-40f3-8e3d-e1bd0e9de7b6
patrick-fernandez,パトリック・フェルナンデス,Patrick Fernandez,フランス,1952,1952-03-04,,,確認済,c151dd9d-a902-4888-b5bd-376139926d73
henk-de-vries,ヘンク・デ・フリース,Henk De Vries,オランダ,,,,,確認済,c2ded202-f669-4830-a805-9004ddb2d860
jeffrey-sayle,ジェフリー・セイル,Jeffrey Sayle,豪州,,,,,確認済,4124e19c-aa34-4928-9006-d21cc9d1e0f7
willem-zoet,ウィレム・ズート,Willem Zoet,オランダ,,,,,確認済,a5b50524-b577-4b48-bfc5-78ef0e06e9c6
dave-potter,デイヴ・ポッター,Dave Potter,英国,,,,,確認済,da4639f2-22b9-4b7d-adae-c80dc6f400ab
frank-gross,フランク・グロス,Frank Gross,フランス,,,,,確認済,505b932f-954d-4055-b350-428ce4540529
lennart-backstrom,レンナート・ベックストレム,Lennart Bäckström,スウェーデン,,,,,確認済,bf009d63-69cf-4016-ac6c-559e586d4e4c
werner-nenning,ヴェルナー・ネニング,Werner Nenning,オーストリア,,,,,記憶,
hubert-rigal,ユベール・リガル,Hubert Rigal,フランス,,,,,記憶,
max-wiener,マックス・ヴィーナー,Max Wiener,オーストリア,,,,,確認済,392017a7-3c2d-4d10-b2ec-7c818808b6fc
markku-matikainen,マルック・マティカイネン,Markku Matikainen,フィンランド,,,,,記憶,
mick-grant,ミック・グラント,Mick Grant,英国,1944,1944-07-10,,,確認済,58f23598-cd39-43e3-9ad8-a0f15cd87d9c
peter-sjostrom,ペーテル・ショーストレム,Peter Sjöström,スウェーデン,,,,,確認済,a35c43e1-af2c-44a0-b8c6-319784da6deb
adelio-faccioli,アデリオ・ファッチョーリ,Adelio Faccioli,イタリア,,,,,確認済,9e7fff58-2fb0-40ba-b2d3-415eefb2b86a
anton-mang,アントン・マン,Anton Mang,ドイツ,1949,1949-09-29,Inning,,確認済,7389bee8-9da0-4d45-b08a-f92210bc558b
peter-skold,ペーテル・シェルド,Peter Sköld,スウェーデン,,,,,記憶,
kimmo-kopra,キンモ・コプラ,Kimmo Kopra,フィンランド,,,,,確認済,85043f9e-9167-4144-93e3-2edcc220a73e
john-newbold,ジョン・ニューボールド,John Newbold,英国,1952,1952-12-14,,,確認済,6deae392-bfc9-4496-909b-c87d58866a57
gustav-reiner,グスタフ・ライナー,Gustav Reiner,ドイツ,,,,,確認済,8f089e4b-900c-46d7-947c-d12cb6ff816d
stuart-avant,スチュアート・アヴァント,Stuart Avant,ニュージーランド,,,,,確認済,304fae0e-4a26-4295-bc7b-cd60f9c2f019
greg-hansford,グレッグ・ハンスフォード,Greg Hansford,豪州,1952,1952-04-03,,,確認済,9c3583bb-7421-4cf5-b63a-890cfcf20f07
jean-francois-balde,ジャン＝フランソワ・バルデ,Jean Francois Baldé,フランス,1950,1950-11-29,,,確認済,41d4ffbe-60e4-45d3-a416-fa7833703fb5
pier-luigi-conforti,ピエル・ルイジ・コンフォルティ,Pier Luigi Conforti,イタリア,1946,1946-06-15,,,確認済,2e9e61b5-f99c-4893-a6b6-3e4ac70b50aa
thierry-espie,ティエリー・エスピエ,Thierry Espié,フランス,1952,1952-02-02,,,確認済,8d838698-1bf3-400f-a2b8-9fa501c7d119
eric-saul,エリック・ソール,Eric Saul,フランス,1954,1954-05-26,,,確認済,7cf18a3c-e1ae-4b0e-8a31-e52c80a3dd20
paolo-ferretti,パオロ・フェッレッティ,Paolo Ferretti,イタリア,,,,,確認済,d952ca1c-6f39-4a44-bcbc-1e91e712f0ee
edi-stoellinger,エディ・シュテリンガー,Edi Stoellinger,オーストリア,1948,1948-11-09,,,確認済,1324b7d4-4e72-416e-9501-bf11d17a3f98
eero-hyvarinen,エーロ・ヒュヴァリネン,Eero Hyvarinen,フィンランド,,,,,確認済,8b62a7cc-10e8-44a2-9c7c-c231ed6cd64a
roland-freymond,ロラン・フレイモン,Roland Freymond,スイス,1953,1953-03-15,,,確認済,ece98b29-c99a-4897-9cf7-fc45f8242ed0
gianpaolo-marchetti,ジャンパオロ・マルケッティ,Gianpaolo Marchetti,イタリア,,,,,確認済,0ec15bb5-7a35-4a62-9fc7-52bb6bee15a5
jean-louis-guignabodet,ジャン＝ルイ・ギニャボデ,Jean Louis Guignabodet,フランス,,,,,確認済,345bef86-2659-4ba8-ac5a-dbb3514704d2
r-sibille,R・シビーユ,R. Sibille,フランス,,,,,確認済,2416ef82-ff6e-473c-a7a6-ecdc22ecd2a0
a-gouin,A・グワン,A. Gouin,フランス,,,,,確認済,c211668f-aa55-4543-a243-b323a1c78862
sauro-pazzaglia,サウロ・パッツァーリア,Sauro Pazzaglia,イタリア,,,,,確認済,3f2e7568-97a4-4b74-a456-265fffd5da74
jean-marc-toffolo,ジャン＝マルク・トッフォロ,Jean Marc Toffolo,ベルギー,,,,,確認済,923c1fc1-7460-4916-9770-0e9afe46c977
walter-villa,ヴァルテル・ヴィッラ,Walter Villa,イタリア,1943,1943-08-13,,,確認済,7bd22323-23cd-41ab-ae17-e226b52d2014
f-marcheggiani,F・マルケッジャーニ,F. Marcheggiani,イタリア,,,,,確認済,dfa0b5bf-7699-48f8-a17c-026c70d88d65
rene-delaby,ルネ・デラビー,Rene Deláby,ベルギー,,,,,確認済,3667aec6-7eef-4a4c-9788-4af221025469
peter-balaz,ペテル・バラーシュ,Peter Balaz,チェコスロバキア,,,,,確認済,e54ccb58-31ad-4664-b785-3ff313cc9697
jacques-bolle,ジャック・ボル,Jacques Bolle,フランス,1959,1959-02-01,,,確認済,c07b20d3-b37a-4ad8-97d1-66b97fe8177d
hans-muller,ハンス・ミュラー,Hans Müller,スイス,1949,1949-11-18,,,確認済,fa96add7-9fb0-4b53-a287-983fccd179fe
jean-louis-tournadre,ジャン＝ルイ・トゥルナドル,Jean Louis Tournadre,フランス,1958,1958-11-17,,,確認済,0cd36c23-a7a5-40cd-bbae-44bc69a3c346
graeme-mcgregor,グレアム・マクレガー,Graeme McGregor,豪州,,,,,確認済,a389588a-482b-47b7-b037-9ce98630a3fc
herbert-hauf,ヘルベルト・ハウフ,Herbert Hauf,ドイツ,,,,,確認済,6e426178-88b5-44b1-bb94-f85dd6bb771c
h-tomic,H・トミッチ,H. Tomic,ドイツ,,,,,確認済,85468139-acbc-4b92-9769-65af3e5115b2
pier-paolo-bianchi,ピエル・パオロ・ビアンキ,Pier Paolo Bianchi,イタリア,1952,1952-03-11,,,確認済,284b169b-d971-4166-a41f-bd9fdf7c878c
guy-bertin,ギー・ベルタン,Guy Bertin,フランス,1954,1954-11-25,,,確認済,06c2fd15-8d29-4717-b41d-8b9f0909e54d
bruno-kneubuhler,ブルーノ・クノイビューラー,Bruno Kneubühler,スイス,1946,1946-12-03,,,確認済,d0026a4f-3ce1-477e-b510-56cb0d57e778
angel-nieto,アンヘル・ニエト,Angel Nieto,スペイン,1947,1947-01-25,Zamora,,確認済,e5c82868-d3a9-46b2-b6bd-956129000f1d
ivan-palazzese,イバン・パラッツェーゼ,Ivan Palazzese,ベネズエラ,1962,1962-01-02,,,確認済,99acb8cb-a7c4-4dec-b217-35f55636ed10
thierry-noblesse,ティエリー・ノブレス,Thierry Noblesse,フランス,,,,,確認済,6f6bdc83-7615-41c4-89c3-d733ed30b5a0
rolf-blatter,ロルフ・ブラッター,Rolf Blatter,スイス,,,,,確認済,3133ebc6-a7e9-42f1-a08d-fafce1762c95
y-dupont,Y・デュポン,Y. Dupont,フランス,,,,,確認済,6953217d-b1a4-4fe1-bc46-5d4490c1afc8
barry-smith,バリー・スミス,Barry Smith,豪州,1940,1940-05-08,,,確認済,a30ed610-8985-4bc4-867e-26e0665f510a
peter-looijesteijn,ペーター・ローイエステイン,Peter Looijesteijn,オランダ,,,,,確認済,e028620d-b1b0-40d7-bae1-38598ee0dc7d
eugenio-lazzarini,エウジェニオ・ラッツァリーニ,Eugenio Lazzarini,イタリア,1945,1945-03-26,,,確認済,4b712875-7ccc-41d3-8bac-dbb863d19aa4
harald-bartol,ハラルト・バルトル,Harald Bartol,オーストリア,1947,1947-05-13,,,確認済,f8af2cfd-432b-49c1-9314-85f8c218c77f
ricardo-tormo,リカルド・トルモ,Ricardo Tormo,スペイン,1952,1952-09-07,,,確認済,9d726e43-0cf8-46ee-8a5a-573f5e0d2984
henk-van-kessel,ヘンク・ファン・ケッセル,Henk Van Kessel,オランダ,1946,1946-06-25,,,確認済,a54dbe07-b990-4203-826b-4cda0346912f
matti-kinnunen,マッティ・キンヌネン,Matti Kinnunen,フィンランド,,,,,確認済,1a9fe213-44c9-4595-b92a-d7333f3a4464
anton-straver,アントン・ストラーフェル,Anton Straver,オランダ,,,,,確認済,59229431-f4f0-48a4-9dda-590e872bfae0
michel-galbit,ミシェル・ガルビ,Michel Galbit,フランス,,,,,確認済,9c19b22a-a573-42d2-b7da-4cfebe2970b4
p-herouard,P・エルアール,P. Herouard,,,,,,確認済,4fc6ef92-6daf-4247-be49-46d2e36333a9
jhonni-baeckstroem,ヨニ・ベックストレム,Jhonni Baeckstroem,スウェーデン,,,,,確認済,ab68a3f6-a31f-4374-9f32-b9946d02bf36
janos-drapal,ヤーノシュ・ドラパール,Janos Drapal,ハンガリー,1948,1948-02-03,Budapest,,確認済,8f533dd7-0ad4-466a-a6f2-de08568b072f
gert-bender,ゲルト・ベンダー,Gert Bender,ドイツ,,,,,確認済,b426c90d-3144-4cc3-be89-85b4a89418eb
s-janssen,S・ヤンセン,S. Janssen,ドイツ,,,,,確認済,81d1f8dc-4fb1-4679-92cf-c3de94d5d4b4
massimo-matteoni,マッシモ・マッテオーニ,Massimo Matteoni,イタリア,1954,1954-01-08,,,確認済,43a05954-571c-4de0-8e38-a63096917a67
jon-ekerold,ジョン・エケロルド,Jon Ekerold,南アフリカ,1948,1948-10-08,,,確認済,7361813c-1c67-4732-8186-f57fc31c5ecc
tony-rogers,トニー・ロジャース,Tony Rogers,英国,,,,,確認済,01d107a1-6854-4f1b-b5cf-a4d0d63db20d
keith-huewen,キース・ヒューウェン,Keith Huewen,英国,1957,1957-08-23,,,確認済,63354ae7-1f32-4a9c-b1d0-a9f3f2870108
tony-head,トニー・ヘッド,Tony Head,英国,,,,,確認済,e957b4a2-6f0f-4006-984b-442e0485d073
theo-timmer,テオ・ティマー,Theo Timmer,オランダ,1949,1949-03-06,,,確認済,d8d93b50-6813-40f7-9573-6cf1352980aa
hans-hummel,ハンス・フンメル,Hans Hummel,オーストリア,,,,,確認済,1d7180b8-a2aa-4634-b103-d20e241f9038
jacques-hutteau,ジャック・ユトー,Jacques Hutteau,フランス,,,,,確認済,16ba3634-9939-4fe7-9c42-b075dd485daf
giuseppe-ascareggi,ジュゼッペ・アスカレッジ,Giuseppe Ascareggi,イタリア,,,,,確認済,86088db5-e905-449a-8f30-858a7164eeeb
enrico-cereda,エンリコ・チェレーダ,Enrico Cereda,イタリア,,,,,確認済,ca336524-3d12-472e-923c-ec1ab9e8bbbb
aldo-pero,アルド・ペーロ,Aldo Pero,イタリア,,,,,確認済,285ad2cb-9854-49f2-a9c3-75060e837f54
daniel-mateos,ダニエル・マテオス,Daniel Mateos,,,,,,確認済,a35f718e-8aa2-475f-8d9d-9c703c1e2e56
claudio-lusuardi,クラウディオ・ルスアルディ,Claudio Lusuardi,イタリア,1949,1949-12-30,,,確認済,3532b53f-f8f2-424e-8d26-673943525d6e
wolfgang-muller,ヴォルフガング・ミュラー,Wolfgang Müller,,,,,,確認済,4cb05ab0-d950-40db-bad8-b620bc11ef57
otto-machinek,オットー・マヒネク,Otto Machinek,オーストリア,,,,,確認済,4a91243d-f9c6-4a62-9fd5-8d1e231d916f
gerhard-waibel,ゲルハルト・ヴァイベル,Gerhard Waibel,ドイツ,1958,1958-12-17,,,確認済,37d85bbc-75d5-4453-a704-b4924dfe2458
hiroyuki-kawasaki,カワサキ・ヒロユキ,Hiroyuki Kawasaki,日本,,,,,確認済,b307b883-2e75-4728-b52b-1284b221b0ab
gianni-pelletier,ジャンニ・ペッレティエ,Gianni Pelletier,イタリア,,,,,確認済,2701af6f-3d5f-4461-bae0-70e87fe165d2
marc-fontan,マルク・フォンタン,Marc Fontan,フランス,,,,,確認済,c2350166-526b-4631-affc-be7c9344bb39
walter-migliorati,ヴァルテル・ミリオラーティ,Walter Migliorati,イタリア,,,,,記憶,
josef-hage,ヨーゼフ・ハーゲ,Josef Hage,ドイツ,,,,,確認済,fbea8b9b-ac0f-4f48-a62d-fdf5c1b00c57
michael-schmid,ミヒャエル・シュミート,Michael Schmid,オーストリア,,,,,記憶,87ee660b-7d7c-49d1-ae2b-aa1ea1cf7032
alain-roethlisberger,アラン・レトリスベルガー,Alain Roethlisberger,スイス,,,,,記憶,
rafaelle-pasqual,ラファエレ・パスクアル,Rafaelle Pasqual,イタリア,,,,,記憶,
stefan-klabacher,シュテファン・クラバッハー,Stefan Klabacher,オーストリア,,,,,記憶,
greame-geddes,グレアム・ゲデス,Greame Geddes,豪州,,,,,確認済,d16ffe9a-4488-4fd5-8191-80de00ad503a
fritz-kerschbaumer,フリッツ・ケルシュバウマー,Fritz Kerschbaumer,オーストリア,,,,,記憶,
leandro-becheroni,レアンドロ・ベケローニ,Leandro Becheroni,イタリア,,,,,確認済,784e89e6-362e-4ab8-a59c-d7c46ca62c7b
gianni-rolando,ジャンニ・ロランド,Gianni Rolando,イタリア,,,,,確認済,3034fb13-231b-4a9b-9b64-1c94accc5667
jean-lafond,ジャン・ラフォン,Jean Lafond,フランス,,,,,確認済,2c8586a4-5fe8-4150-acf7-56eefa16c528
jacques-agopian,ジャック・アゴピアン,Jacques Agopian,フランス,,,,,記憶,
dominique-pernet,ドミニク・ペルネ,Dominique Pernet,フランス,,,,,記憶,
andreas-hofmann,アンドレアス・ホフマン,Andreas Hofmann,ドイツ,,,,,確認済,be05680b-8c88-47c3-a6ec-201320c4bb6f
roberto-pietri,ロベルト・ピエトリ,Roberto Pietri,ベネズエラ,,,,,確認済,503a71c1-208a-4dc4-b18b-9ede9c1431c4
marco-greco,マルコ・グレコ,Marco Greco,ブラジル,,,,,記憶,
virginio-ferrari,ヴィルジニオ・フェラーリ,Virginio Ferrari,イタリア,1952,1952-10-19,,,確認済,3bda862f-99d6-4720-8f6a-e321ff750a85
mike-baldwin,マイク・ボールドウィン,Mike Baldwin,米国,1955,1955-01-15,,,確認済,395fe144-c82a-43c6-99e7-e231d7df5d2a
herve-guilleux,エルヴェ・ギユー,Herve Guilleux,フランス,1956,1956-02-15,,,確認済,1bd5c9ae-f4c2-496f-a42c-62e38f58f4f6
gina-bovaird,ジーナ・ボヴェアード,Gina Bovaird,米国,,,,,記憶,
dick-alblas,ディック・アルブラス,Dick Alblas,オランダ,,,,,確認済,06c404a7-02d9-4492-ae22-38289cf7fd64
fabio-biliotti,ファビオ・ビリオッティ,Fabio Biliotti,イタリア,,,,,確認済,35a3128b-80f8-4349-aa3d-3411c155fa9a
steve-parrish,スティーヴ・パリッシュ,Steve Parrish,英国,1953,1953-02-24,,,確認済,defba7e8-ddea-4815-b035-0ce4c0712ec5
b-rge-nielsen,ボーエ・ニールセン,Børge Nielsen,デンマーク,,,,,確認済,14cbae09-b642-4ea5-9b48-e2e6833dd09f
ikujiro-takai,高井幾次郎,Ikujiro Takai,日本,,,,,確認済,74ce8c19-d8ad-4830-a926-961c365e047e
chris-guy,クリス・ガイ,Chris Guy,英国,,,,,確認済,72311fb8-1d21-406c-9570-c5354c7121c0
alex-george,アレックス・ジョージ,Alex George,英国,,,,,確認済,1c95f95d-c483-473d-a0cf-46ad3f34f70b
barry-woodland,バリー・ウッドランド,Barry Woodland,英国,,,,,確認済,7a75ad85-1ac8-4eee-ab9d-978756359b66
timo-pohjola,ティモ・ポホヨラ,Timo Pohjola,フィンランド,,,,,記憶,
seppo-korhonen,セッポ・コルホネン,Seppo Korhonen,フィンランド,,,,,記憶,
lars-johansson,ラーシュ・ヨハンソン,Lars Johansson,スウェーデン,,,,,確認済,0ab6a12c-6346-4f97-ab89-02ce2c8f2441
ake-grahn,オーケ・グラーン,Åke Grahn,スウェーデン,,,,,記憶,
bengt-slydal,ベングト・スリダル,Bengt Slydal,スウェーデン,,,,,記憶,
r-schlachter,R・シュラクター,R. Schlachter,米国,,,,,確認済,8269d848-e55b-43cc-a0eb-f0bbd62bbb65
pierre-bolle,ピエール・ボル,Pierre Bolle,フランス,,,,,確認済,5bcca67d-a3a7-48a4-a648-cf576347575e
